"code","time_zone_id","name","city_code","country_id","location","elevation","url","icao","city","county","state"
TNN,Asia/Taipei,Tainan Airport,TNN,TW,POINT (120.2091711929723 22.95073545),63,http://www.tna.gov.tw/,RCNN,Tainan,Tainan,Taiwan
YHP,America/Winnipeg,Poplar Hill,YHP,CA,POINT (-94.25558169007094 52.11288365),1095,,CYHP,,,
CTF,America/Guatemala,Coatepeque Airport,CTF,GT,POINT (-91.916664 14.766667),1318,,MGCT,Nuevo Progreso,,San Marcos
CTH,America/New_York,Chestercounty Carlson,CTH,US,POINT (-75.833336 39.983334),534,http://www.chestercountyairport.com/,KMQS,Coatesville,Chester County,Pennsylvania
CTI,Africa/Luanda,Cuito Cuanavale,CTI,AO,POINT (19.155908055237756 -15.15992705),4156,,FNCV,,,
CTM,America/Cancun,Chetumal Airport,CTM,MX,POINT (-88.33391304736077 18.50736655),36,http://chetumal.asa.gob.mx/wb/webasa/chetumal_aeropuertos,MMCM,Chetumal,,Quintana Roo
CTN,Australia/Brisbane,Cooktown Airport,CTN,AU,POINT (145.18490998673713 -15.44428915),45,,YCKN,,,
CTQ,America/Sao_Paulo,Do Palmar,CTQ,BR,POINT (-50.1 -18.85),1476,,SSVP,Santa Vitoria,Santa Vitoria,Minas Gerais
CTR,Australia/Darwin,Cattle Creek,CTR,AU,POINT (131 -17.583332),675,,YCAC,,,
CTU,Asia/Shanghai,Chengdu Shuangliu International Airport,CTU,CN,POINT (103.9479446811554 30.554776699999998),1574,http://www.cdairport.com/cdairport/en_front/index.jsp,ZUUU,Dongsheng,,Sichuan
CTX,America/New_York,Cortland,CTX,US,POINT (-76.2143742 42.5925704),1213,,KN03,Cortland,Cortland County,New York
CTZ,America/New_York,Sampson County,CTZ,US,POINT (-78.3636912 34.9758159),170,,KCTZ,Clinton,Sampson County,North Carolina
CUD,Australia/Brisbane,Caloundra,CUD,AU,POINT (153.10787226279018 -26.80301345),26,,YCDR,Dicky Beach,Sunshine Coast,Queensland
LZI,Africa/Kinshasa,Luozi,LZI,CD,POINT (14 -4.9),695,,FZAL,,,
BIH,America/Los_Angeles,Bishop,BIH,US,POINT (-118.365 37.373333),4087,http://www.inyocounty.us/Airport/index.html,KBIH,Bishop,Inyo County,California
BIQ,Europe/Paris,Biarritz - Anglet - Bayonne Airport,BIQ,FR,POINT (-1.531242 43.472416),209,,LFBZ,Anglet,Departement des Pyrenees-Atlantiques,Aquitaine
BIR,Asia/Kathmandu,Biratnagar Airport,BIR,NP,POINT (87.28333 26.434723),206,,VNVT,Jogbani,,Bihar
BIT,Asia/Kathmandu,Baitadi,BIT,NP,POINT (80.5 29),3914,,VNBT,Mahendranagar,,Far Western
BIV,Africa/Bangui,Bria,BIV,CF,POINT (21.9894009 6.5277801),1961,,FEFR,Bria,,Haute-Kotto
BIX,America/Chicago,Keesler AFB,BIX,US,POINT (-88.91886496725886 30.4094294),39,,KBIX,Biloxi,Harrison County,Mississippi
BJC,America/Denver,Jeffco,BJC,US,POINT (-105.1071572 39.9121533),5603,,KBJC,Broomfield,Broomfield County,Colorado
BJJ,America/New_York,Wayne County,BJJ,US,POINT (-81.933334 40.8),935,http://www.woosterwaynecountyairport.com/,KBJJ,Wooster,Wayne County,Ohio
BJP,America/Sao_Paulo,Braganca Paulista,BJP,BR,POINT (-46.53679706594859 -22.979598199999998),2933,http://www.daesp.sp.gov.br/aeroportos/bragpaulista.htm,SBBP,Braganca Paulista,Braganca Paulista,Sao Paulo
CUE,America/Guayaquil,Mariscal Lamar International Airport,CUE,EC,POINT (-78.98689 -2.889343),8284,,SECU,Cuenca,,Azuay
YSF,America/Regina,Stony Rapids,YSF,CA,POINT (-105.84143669997378 59.250382200000004),805,,CYSF,,,
BLB,America/Panama,Panama Pacifico Airport,BLB,PA,POINT (-79.5575 8.973056),55,http://www.panamapacifico.com/,MPPA,Ancon,Distrito de Panama,Panama
PDB,America/Anchorage,Pedro Bay,PDB,US,POINT (-154.1298777 59.7962114),32,,"4K0",,,
BJW,Asia/Makassar,Bajawa Soa Airport,BJW,ID,POINT (120.98333 -8.766667),4209,,WATB,Naru,,East Nusa Tenggara
TPR,Australia/Perth,Tom Price,TPR,AU,POINT (117.666664 -22.75),2300,,YTMP,,,
BJZ,Europe/Madrid,Badajoz Airport,BJZ,ES,POINT (-6.82 38.891666),577,http://www.aena.es/csee/Satellite?cid=1047546622728&pagename=subHome&Language=EN_GB&SiteName=BJZ&c=Page,LEBZ,Talavera La Real,Provincia de Badajoz,Extremadura
BKB,Asia/Kolkata,Bikaner,BKB,IN,POINT (73.3 28.016666),797,,VIBK,Bikaner,Bikaner,Rajasthan
BKD,America/Chicago,Stephens County,BKD,US,POINT (-98.8921334 32.7183179),1279,,KBKD,Breckenridge,Stephens County,Texas
TQN,Asia/Kabul,Taluqan,TQN,AF,POINT (69.53020884790408 36.77068975),2606,,OATQ,Taloqan,,Takhar
TQQ,Asia/Makassar,Maranggo Airport,TQQ,ID,POINT (123.9169998 -5.7645702),169,,WA44,Lasehao,,Sulawesi Tenggara
YOS,America/Toronto,Billy Bishop Regional,YOS,CA,POINT (-80.8375 44.59028),1007,,CYOS,,,
BLF,America/New_York,Princeton,BLF,US,POINT (-81.20805 37.295834),2877,,KBLF,Bluefield,Mercer County,West Virginia
BLG,Asia/Kuching,Belaga,BLG,MY,POINT (113.78333 2.7),239,,WBGC,Data Kakus,,Sarawak
TRC,America/Monterrey,Francisco Sarabia International Airport,TRC,MX,POINT (-103.40669725858731 25.5618755),3688,,MMTC,Torreon,,Coahuila
TRD,Europe/Oslo,Trondheim Airport Vaernes,TRD,NO,POINT (10.925133336071024 63.4547661),56,https://avinor.no/en/airport/trondheim-airport/,ENVA,Stjordal,Stjordal,Nord-Trondelag
TRI,America/New_York,Tri-Cities Regional Airport,TRI,US,POINT (-82.40843268699096 36.47344765),1519,,KTRI,Spurgeon,Washington County,Tennessee
TRJ,Pacific/Port_Moresby,Tarakbits,TRJ,PG,POINT (141.04277651555867 -5.61427505),281,,AYTT,Mindiptana,,Papua
TRN,Europe/Rome,Turin Airport,TRN,IT,POINT (7.648975075273562 45.20096875),989,http://www.aeroportoditorino.it/,LIMF,Caselle Torinese,Provincia di Torino,Piedmont
TRO,Australia/Sydney,Taree Airport,TRO,AU,POINT (152.51309188792249 -31.8877679),38,,YTRE,Cundletown,Greater Taree,New South Wales
TRR,Asia/Colombo,China Bay,TRR,LK,POINT (81.182420993587 8.5387065),6,,VCCT,Trincomalee,,Eastern Province
BLM,America/New_York,Monmouth Executive Airport,BLM,US,POINT (-74.01667 40.183334),16,,KBLM,Belmar,Monmouth County,New Jersey
BKE,America/Los_Angeles,Baker,BKE,US,POINT (-117.81 44.838333),3353,http://www.bakeraircraft.com/,KBKE,Baker City,Baker County,Oregon
BLN,Australia/Melbourne,Benalla,BLN,AU,POINT (146.0099132208781 -36.55227455),528,,YBLA,Benalla,Benalla,Victoria
YUT,America/Rankin_Inlet,Repulse Bay,YUT,CA,POINT (-86.22324769512323 66.51897095000001),80,,CYUT,,,
BLP,America/Lima,Bellavista,BLP,PE,POINT (-69.416664 -16.583332),12824,,SPBL,Kelluyo,Provincia de Chucuito,Puno
CUH,America/Chicago,Municipal,CUH,US,POINT (-96.76667 35.983334),935,,KCUH,Cushing,Payne County,Oklahoma
AMI,Asia/Makassar,Selaparang,AMI,ID,POINT (116.10222973992147 -8.5618359),59,,WADA,Mataram,,West Nusa Tenggara
AMM,Asia/Amman,Queen Alia International Airport,AMM,JO,POINT (35.995440207589255 31.7241013),2332,,OJAI,Al Jizah,,Amman
AMQ,Asia/Jayapura,Pattimura Airport,AMQ,ID,POINT (128.0878877356375 -3.7111152499999998),49,,WAPP,Amahusu,,Maluku
AMV,Europe/Moscow,Amderma,AMV,RU,POINT (61.56749323781253 69.7634173),13,,ULDD,Vorgashor,,Komi Republic
AOM,Asia/Muscat,Adam Airport,AOM,OM,POINT (57.391548733956796 22.489809549999997),1049,,OOAD,,,
AON,Pacific/Port_Moresby,Arona,AON,PG,POINT (146 -6.333333),4481,,,,,
KLI,Africa/Kinshasa,Kota Koli,KLI,CD,POINT (21.75 -4.166667),1801,,FZFP,,,
BKX,America/Chicago,Brookings,BKX,US,POINT (-96.81111 44.303333),1601,,KBKX,Brookings,Brookings County,South Dakota
BKY,Africa/Lubumbashi,Kavumu,BKY,CD,POINT (28.8101889 -2.3173469),5587,,FZMA,Bukavu,,South Kivu
CVN,America/Denver,Clovis Municipal Airport,CVN,US,POINT (-103.07970767542656 34.42584135),4179,,KCVN,Texico,Curry County,New Mexico
CVO,America/Los_Angeles,Albany,CVO,US,POINT (-123.11667 44.63333),249,http://www.corvallisoregon.gov/index.aspx?page=160,KCVO,Albany,Linn County,Oregon
MXM,Indian/Antananarivo,Morombe,MXM,MG,POINT (43.3749412 -21.7506079),9,,FMSR,,,
MYJ,Asia/Tokyo,Matsuyama Airport,MYJ,JP,POINT (132.70132648377265 33.8273145),22,,RJOM,Masaki-cho,,Ehime
MYN,Asia/Aden,Mareb,MYN,YE,POINT (45.327565134941565 15.4699433),3562,,OYMB,Ma'rib,Marib City,Ma'rib
MYR,America/New_York,Myrtle Beach International Airport,MYR,US,POINT (-78.92905970872894 33.680640600000004),26,,KMYR,Myrtle Beach,Horry County,South Carolina
MYV,America/Los_Angeles,Yuba County,MYV,US,POINT (-121.56944 39.097808),55,http://www.yubacoairport.com/,KMYV,Olivehurst,Yuba County,California
MYW,Africa/Dar_es_Salaam,Mtwara Airport,MYW,TZ,POINT (40.18186245490989 -10.3405152),328,,HTMT,Mtwara,,Mtwara
MYY,Asia/Kuching,Miri Airport,MYY,MY,POINT (113.98544397749288 4.3215074),49,,WBGR,Miri,,Sarawak
MZB,Africa/Maputo,Mocimboa Praia,MZB,MZ,POINT (40.35453769211479 -11.36164025),55,,FQMP,Mocimboa,,Cabo Delgado
MZI,Africa/Bamako,Mopti,MZI,ML,POINT (-4.081330665551572 14.51106525),895,,GAMB,Mopti,,Mopti
MZL,America/Bogota,La Nubia Airport,MZL,CO,POINT (-75.46408383207245 5.029571949999999),6896,,SKMZ,Villamaria,,Caldas
MZP,Pacific/Auckland,Motueka,MZP,NZ,POINT (172.9928770913604 -41.1204993),16,,NZMK,Motueka,Tasman District,Tasman
MZQ,Africa/Johannesburg,Mkuze,MZQ,ZA,POINT (32.04476997862645 -27.6262192),439,,FAMU,Mkuze,uMkhanyakude District Municipality,KwaZulu-Natal
ANF,America/Santiago,Cerro Moreno International Airport,ANF,CL,POINT (-70.43973434352753 -23.452375699999997),347,,SCFA,Antofagasta,Provincia de Antofagasta,Antofagasta
BLQ,Europe/Rome,Guglielmo Marconi Airport,BLQ,IT,POINT (11.293289 44.529266),157,http://www.bologna-airport.it/?LN=UK,LIPE,Trebbo,Provincia di Bologna,Emilia-Romagna
SZK,Africa/Johannesburg,Skukuza Airport,SZK,ZA,POINT (31.589971351596645 -24.9611745),1020,,FASZ,,,
ANK,Europe/Istanbul,Etimesgut,ANK,TR,POINT (32.68941441008361 39.951794199999995),2627,,LTAD,Batikent,,Ankara
NAT,America/Fortaleza,Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport,NAT,BR,POINT (-35.250244 -5.916787),190,http://www.natal.aero,SBSG,Parnamirim,Parnamirim,Rio Grande do Norte
NIS,Pacific/Port_Moresby,Simberi,NIS,PG,POINT (151.99549443410396 -2.6615375500000003),26,,AYSE,,,
ANS,America/Lima,Andahuaylas,ANS,PE,POINT (-73.35160446460571 -13.709079),11581,,SPHY,San Jeronimo,Provincia de Andahuaylas,Apurimac
BLU,America/Los_Angeles,Blue Canyon,BLU,US,POINT (-120.7095717681865 39.2743038),5236,,KBLU,Foresthill,Placer County,California
BLV,America/Chicago,Belleville,BLV,US,POINT (-89.85183 38.65178),456,,KBLV,Lebanon,Saint Clair County,Illinois
BLX,Europe/Rome,Belluno,BLX,IT,POINT (12.248944084253242 46.1663423),1217,http://www.aeroclubbelluno.org/,LIDB,Belluno,Provincia di Belluno,Veneto
ANX,Europe/Oslo,Andenes Airport,ANX,NO,POINT (16.13968094661204 69.29132535),26,https://avinor.no/en/airport/andoya-airport/,ENAN,Andenes,Andoy,Nordland
NAV,Europe/Istanbul,Nevsehir,NAV,TR,POINT (34.716667 38.63333),3848,,LTAZ,Nevsehir,,Nevsehir
NBA,Pacific/Port_Moresby,Nambaiyufa,NBA,PG,POINT (145.23334 -6.25),6482,,AYNY,Goroka,,Eastern Highlands
NBG,America/Chicago,NAS/Alvin Callendar,MSY,US,POINT (-90.03333 29.833332),39,,KNBG,Timberlane,Jefferson Parish,Louisiana
AOI,Europe/Rome,Ancona Falconara Airport,AOI,IT,POINT (13.364858030368092 43.61716225),39,http://www.aeroportomarche.com/index.php?lang=english,LIPY,Falconara Marittima,Provincia di Ancona,The Marches
ARQ,America/Caracas,Arauquita,ARQ,CO,POINT (-71.43166 7.033056),508,,SKAT,Arauquita,,Arauca
ASZ,Pacific/Port_Moresby,Asirim,ASZ,PG,POINT (150.36667 -5.866667),1108,,"",,,
NBL,America/Panama,San Blas,NBL,PA,POINT (-79 9.3),1597,,MPWN,El Progreso,,Panama
BDV,Africa/Lubumbashi,Moba,BDV,CD,POINT (29.8 -7),2536,,FZRB,Karema,,Katavi
YWS,America/Vancouver,Whistler,YWS,CA,POINT (-122.9568519 50.1169003),2100,,CAE5,,,
BLY,Europe/Dublin,Belmullet,BLY,IE,POINT (-10.03096880030081 54.2227106),101,,EIBT,Belmullet,Maigh Eo,Connaught
KLY,Africa/Lubumbashi,Kalima,KLY,CD,POINT (26.533333 -2.55),1808,,FZOD,,,
MZT,America/Mazatlan,Mazatlan International Airport,MZT,MX,POINT (-106.26951604534133 23.16484775),19,,MMMZ,Villa Union,,Sinaloa
NAD,America/Bogota,Macanal,NAD,CO,POINT (-67.583333 2.566667),301,,"",Maroa,Municipio Autonomo Maroa,Amazonas
NBU,America/Chicago,NAS,NBU,US,POINT (-107.316666 39.55),6023,,,Glenwood Springs,Garfield County,Colorado
NBV,America/Sao_Paulo,Cana Brava,NBV,BR,POINT (-45.86667 -17.383333),1722,,,Joao Pinheiro,Joao Pinheiro,Minas Gerais
BMG,America/Indiana/Indianapolis,Bloomington,BMG,US,POINT (-86.61472 39.14),784,,KBMG,Bloomington,Monroe County,Indiana
BMN,Asia/Baghdad,Bamerny,BMN,IQ,POINT (43.266666 37.1),3431,,ORBB,Al `Amadiyah,,Dahuk
NBW,America/Havana,Guantanamo NAS,GAO,CU,POINT (-75.23333 20.166668),232,,MUGM,Guantanamo,Municipio de Guantanamo,Guantanamo
NAE,Africa/Porto-Novo,Natitingou,NAE,BJ,POINT (1.3599760824345344 10.37708265),1417,,DBBN,Natitingou,,Atakora
BMR,Europe/Berlin,Baltrum,BMR,DE,POINT (7.3732427 53.7248567),22,,EDWZ,Baltrum,,Lower Saxony
BMS,America/Bahia,Brumado,BMS,BR,POINT (-41.63333 -14.233333),1361,,SSXH,Brumado,Brumado,Bahia
BMU,Asia/Makassar,Sultan Muhammad Salahuddin Airport,BMU,ID,POINT (118.916664 -8.5),3795,,WADB,Melati,,West Nusa Tenggara
NAG,Asia/Kolkata,Dr. Babasaheb Ambedkar International Airport,NAG,IN,POINT (79.04602785205705 21.089577849999998),971,http://aai.aero/allAirports/nagpur1_generalinfo.jsp,VANP,Nagpur,Nagpur Division,Maharashtra
DOO,Pacific/Port_Moresby,Dorobisoro,DOO,PG,POINT (147.55 -9.266667),2247,,AYDR,,,
EKT,Europe/Stockholm,Eskilstuna,EKT,SE,POINT (16.533333 59.36667),39,,ESSU,,,
NAJ,Asia/Baku,Nakhichevan Airport,NAJ,AZ,POINT (45.456902448435805 39.1868399),2814,,UBBN,Tazakend,,Nakhichevan
NCG,America/Chihuahua,Nueva Casas Grandes,NCG,MX,POINT (-107.916664 30.416668),4763,,MMCG,Nuevo Casas Grandes,Nuevo Casas Grandes,Chihuahua
NAP,Europe/Rome,Naples International Airport,NAP,IT,POINT (14.284479528610618 40.8839923),252,http://www.portal.gesac.it/,LIRN,Casavatore,Provincia di Napoli,Campania
AOT,Europe/Rome,Corrado Gex,AOT,IT,POINT (7.368228953356795 45.738779),1774,http://www.avda-aosta.it/,LIMW,Chef-Lieu,Valle d'Aosta,Aosta Valley
YYQ,America/Winnipeg,Churchill Airport,YYQ,CA,POINT (-94.075267 58.7483682),94,,CYYQ,,,
TSF,Europe/Rome,Treviso Airport,VCE,IT,POINT (12.196684766859011 45.6490897),59,http://www.trevisoairport.it/tsf/index.jsp?_requestid=677517&language=en,LIPH,Treviso,Provincia di Treviso,Veneto
BNP,Asia/Karachi,Bannu,BNP,PK,POINT (70.666664 33),1122,,OPBN,Bannu,,Khyber Pakhtunkhwa
TSJ,Asia/Tokyo,Tsushima Airport,TSJ,JP,POINT (129.3313529 34.284574),213,,RJDT,Busan,,Busan
TSR,Europe/Bucharest,Timisoara Traian Vuia International Airport,TSR,RO,POINT (21.33283281275959 45.809854400000006),348,http://www.aerotim.ro/,LRTR,Giarmata-Vii,Comuna Ghiroda,Timis
TST,Asia/Bangkok,Trang Airport,TST,TH,POINT (99.615389 7.5113368),67,,VTST,Trang,,Trang
BNU,America/Sao_Paulo,Blumenau,BNU,BR,POINT (-49 -27),1289,,SSBL,Gaspar,Gaspar,Santa Catarina
APC,America/Los_Angeles,Napa County,APC,US,POINT (-122.27657132954653 38.216488),32,http://www.napacountyairport.org/,KAPC,American Canyon,Napa County,California
APF,America/New_York,Naples Municipal Airport,APF,US,POINT (-81.773941382464 26.1523225),29,,KAPF,Naples,Collier County,Florida
API,America/Bogota,Apiay,API,CO,POINT (-73.051903 4.06889),580,,SKAP,Puerto Lopez,,Meta
APN,America/Detroit,Alpena County Regional Airport,APN,US,POINT (-83.5665547651746 45.07017615),708,,KAPN,Alpena,Alpena County,Michigan
AVU,Pacific/Guadalcanal,Avu Avu,AVU,SB,POINT (160.38333 -9.833333),95,,AGGJ,,,
BNC,Africa/Lubumbashi,Beni,BNC,CD,POINT (29.466667 0.566667),3408,,FZNP,,,
NDY,Europe/London,Sanday,NDY,GB,POINT (-2.5752648917172283 59.2504586),19,,EGES,,,
BNE,Australia/Brisbane,Brisbane Airport,BNE,AU,POINT (153.1214764569645 -27.3874138),19,http://www.bne.com.au/,YBBN,Ascot,Brisbane,Queensland
BNG,America/Los_Angeles,Banning,BNG,US,POINT (-116.85052999055571 33.9231279),2152,http://www.ci.banning.ca.us/index.aspx?NID=23,KBNG,Banning,Riverside County,California
NWA,Indian/Comoro,Moheli,NWA,KM,POINT (43.76644801260554 -12.2981305),45,,FMCI,Djoyezi,,Moheli
REZ,America/Sao_Paulo,Resende,REZ,BR,POINT (-44.47716871796958 -22.47720015),1315,,SDRS,Resende,Resende,Rio de Janeiro
BNW,America/Chicago,Boone,BNW,US,POINT (-93.88333 42.066666),1158,,KBNW,Boone,Boone County,Iowa
BOD,Europe/Paris,Bordeaux Airport,BOD,FR,POINT (-0.70217 44.83102),226,https://www.bordeaux.aeroport.fr/,LFBD,Le Haillan,Departement de la Gironde,Aquitaine
NAW,Asia/Bangkok,Narathiwat Airport,NAW,TH,POINT (101.7408213492347 6.513813799999999),26,,VTSC,Bacho,,Narathiwat
PIW,America/Winnipeg,Pikwitonei,PIW,CA,POINT (-97.333336 55.7),708,,CZMN,,,
TTS,Indian/Antananarivo,Tsaratanana,TTS,MG,POINT (47.6170006 -16.75),1073,,FMNT,,,
BOI,America/Boise,Boise Air Terminal (Gowen Field),BOI,US,POINT (-116.22193 43.569263),2860,http://www.cityofboise.org/departments/airport/,KBOI,Boise,Ada County,Idaho
BOJ,Europe/Sofia,Bourgas Airport,BOJ,BG,POINT (27.283333 42.416668),22,,LBBG,Sredets,Obshtina Sredets,Burgas
BOL,Europe/London,Ballykelly,BOL,GB,POINT (-7 55),636,,,Ballykelly,,Northern Ireland
BON,America/Kralendijk,Flamingo International Airport,BON,BQ,POINT (-68.27687 12.133403),55,,TNCB,Dorp Tera Kora,,Bonaire
BOU,Europe/Paris,Bourges,BOU,FR,POINT (2.416667 47.15),508,,LFLD,Fussy,Departement du Cher,Centre
AOO,America/New_York,Altoona Airport,AOO,US,POINT (-78.32117438468744 40.29686675),1469,,KAOO,Martinsburg,Blair County,Pennsylvania
AOP,America/Lima,Alferez FAP Alfredo Vladimir Sara Bauer Airport,AOP,PE,POINT (-76.46820104326608 -2.7952148),702,,SPAS,Alianza Cristiana,Datem Del Maranon,Loreto
AOR,Asia/Kuala_Lumpur,Sultan Abdul Halim Airport,AOR,MY,POINT (100.39721450708868 6.1893478),19,,WMKA,Jitra,,Kedah
CVQ,Australia/Perth,Carnarvon Airport,CVQ,AU,POINT (113.66358 -24.883429),32,,YCAR,,,
CVR,America/Los_Angeles,Hughes,CVR,US,POINT (-118.417 33.975),26,,,Marina del Rey,Los Angeles County,California
CVS,America/Denver,Cannon AFB,CVN,US,POINT (-103.320967 34.382445),4251,http://www.cannon.af.mil/,KCVS,Cannon Air Force Base,Curry County,New Mexico
CVT,Europe/London,Coventry Airport,CVT,GB,POINT (-1.481289537442902 52.3699147),203,http://www.coventryairport.co.uk/,EGBE,Ryton on Dunsmore,Warwickshire,England
GKA,Pacific/Port_Moresby,Goroka Airport,GKA,PG,POINT (145.3931772174625 -6.07511755),5275,,AYGA,,,
NAY,Asia/Shanghai,Beijing Nanyuan Airport,BJS,CN,POINT (116.38767501732069 39.78215945),82,,ZBNY,Nanyuan,,Beijing
NBC,Europe/Moscow,Begishevo Airport,NBC,RU,POINT (52.099212776880876 55.565541499999995),633,,UWKE,Yelabuga,,Tatarstan
NBE,Africa/Tunis,Enfidha - Hammamet International Airport,NBE,TN,POINT (10.435925349519707 36.07817805),42,http://www.enfidhahammametairport.com/,DTNH,Harqalah,,Susah
NBN,Africa/Malabo,Annobón,NBN,GQ,POINT (5.62510323839779 -1.407638),0,,FGAB,Pale,,Annobon
NDM,Africa/Addis_Ababa,Mendi,NDM,ET,POINT (35.083332 9.816667),5400,,HAMN,Mendi,,Oromiya
NDO,Europe/Madrid,La Palma Del Condado,NDO,ES,POINT (-6.583333 37.38333),259,,,Villarrasa,Provincia de Huelva,Andalusia
NEC,America/Argentina/Buenos_Aires,Necochea,NEC,AR,POINT (-58.75 -38.566666),26,,SAZO,Necochea,,Buenos Aires
NEJ,Africa/Addis_Ababa,Nejjo,NEJ,ET,POINT (35.466667 9.5),6236,,HANJ,Nejo,,Oromiya
NEL,America/New_York,Naec,NEL,US,POINT (-74.316666 40.016666),98,,KNEL,Lakehurst,Ocean County,New Jersey
NEN,America/New_York,Olf Usn,NEN,US,POINT (-81.85 30.316668),82,,KNEN,Baldwin,Duval County,Florida
NER,Asia/Yakutsk,Neryungri Airport,NER,RU,POINT (124.6 56.65),2352,,UELL,Neryungri,,Sakha
NCH,Africa/Dar_es_Salaam,Nachingwea,NCH,TZ,POINT (38.7792015 -10.3575001),1450,,HTNA,Nachingwea,,Lindi
GAB,America/Los_Angeles,Gabbs,GAB,US,POINT (-117.916664 38.86667),4812,,KGAB,,,
NEV,America/St_Kitts,Newcastle Airport,NEV,KN,POINT (-62.5925 17.205),22,,TKPN,Newcastle,,Saint James Windwa
AKE,Africa/Libreville,Akieni,AKE,GA,POINT (13.9035997 -1.13967),1354,,FOGA,,,
AMC,Africa/Ndjamena,Am Timan,AMC,TD,POINT (20.274701290842827 11.0350134),1456,,FTTN,Am Timan,,Salamat
ARA,America/Chicago,Acadiana Regional,ARA,US,POINT (-91.88190742881199 30.033018249999998),26,http://www.flyiberiaparish.com/,KARA,Cade,Saint Martin Parish,Louisiana
TWY,Pacific/Port_Moresby,Tawa,TWY,PG,POINT (146.06667 -7.266667),5020,,AYTW,,,
ARH,Europe/Moscow,Talagi Airport,ARH,RU,POINT (40.71860470831429 64.599209),32,,ULAA,Arkhangel'sk,,Arkhangelskaya
ARM,Australia/Sydney,Armidale Airport,ARM,AU,POINT (151.6156495208327 -30.528625599999998),3533,,YARM,Armidale,Armidale Dumaresq,New South Wales
ARN,Europe/Stockholm,Stockholm Arlanda Airport,STO,SE,POINT (17.937044334194475 59.6467921),88,http://www.swedavia.se/arlanda/,ESSA,Marsta,Sigtuna Kommun,Stockholm
ARS,America/Sao_Paulo,Aragarcas,ARS,BR,POINT (-52.2411003 -15.8993998),1033,,SJVO,Aragarcas,Aragarcas,Goias
ARU,America/Sao_Paulo,Aracatuba Airport,ARU,BR,POINT (-50.425139094792286 -21.140815),1341,http://www.daesp.sp.gov.br/aeroporto-estadual-de-aracatuba-dario-guarita/,SBAU,Aracatuba,Aracatuba,Sao Paulo
ARY,Australia/Melbourne,Ararat,ARY,AU,POINT (142.9942951850989 -37.31213875),1010,,YARA,Ararat,Ararat,Victoria
ASB,Asia/Ashgabat,Ashgabat Airport,ASB,TM,POINT (58.36266734224667 37.9837541),669,,UTAA,Ashgabat,,Ahal
BCS,America/Chicago,Southern Seaplane,BCS,US,POINT (-90 29.966667),22,http://southernseaplane.com/cms/?page_id=460,"65LA",,,
BCW,Africa/Maputo,Benguera Island,BCW,MZ,POINT (35.425 -21.884722),52,,"",,,
TSV,Australia/Brisbane,Townsville Airport,TSV,AU,POINT (146.77447438460155 -19.2518982),18,http://www.townsvilleairport.com.au/,YBTL,Townsville,Townsville,Queensland
NEW,America/Chicago,Lakefront Airport,MSY,US,POINT (-90.026665 30.039444),36,http://www.lakefrontairport.com/,KNEW,Arabi,Saint Bernard Parish,Louisiana
BOW,America/New_York,Bartow,BOW,US,POINT (-81.833336 27.9),72,http://www.bartow-airport.com/,KBOW,Bartow,Polk County,Florida
NFB,America/Detroit,Detroit NAF,MTC,US,POINT (-82.96667 42.966667),764,,,Capac,Saint Clair County,Michigan
AYD,Australia/Darwin,Alroy Downs,AYD,AU,POINT (135.95 -19.3),688,,"",,,
BPI,America/Denver,Big Piney-marbleton,BPI,US,POINT (-110.11667 42.533333),6824,,KBPI,Marbleton,Sublette County,Wyoming
BPL,Asia/Shanghai,Bole Airport,BPL,CN,POINT (82.024185 44.904232),1745,,ZWBL,Dostyq,,Almaty Oblysy
NFG,Asia/Yekaterinburg,Nefteyugansk,NFG,RU,POINT (73.05 61.13333),134,http://www.nuatc.ru/,USRN,Barsovo,,Khanty-Mansiyskiy Avtonomnyy Okrug
BPN,Asia/Makassar,Sultan Aji Muhamad Sulaiman Airport,BPN,ID,POINT (116.90082 -1.260623),32,http://sepinggan-airport.com/,WALL,City of Balikpapan,,East Kalimantan
BPT,America/Chicago,Jefferson County Airport,BPT,US,POINT (-94.02 29.950832),22,,KBPT,Nederland,Jefferson County,Texas
